device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
616997258,6514498327981,"(0.4189107418060303, 0.4947948753833771)","(-21.72821617126465, 149.68963623046875, 43.840789794921875)",1,1.973907470703125,1,"(-83.07903289794922, 4.68362283706665, 591.5504150390625)","(0.6919504404067993, 0.48320385813713074, 0.3356766402721405)",1,"(0.41147980093955994, 0.47274425625801086)","(-25.66771697998047, 155.86875915527344, 46.08982467651367)",1,2.026458740234375,1,"(-20.218759536743164, 9.677873611450195, 593.7142944335938)","(0.547541081905365, 0.4711434841156006, 0.32896700501441956)",1
617005592,6514498336315,"(0.42017093300819397, 0.4930709898471832)","(-21.06012725830078, 150.17271423339844, 44.01662063598633)",1,1.991607666015625,1,"(-83.0757827758789, 4.687110424041748, 591.5810546875)","(0.6919318437576294, 0.4831976592540741, 0.33574190735816956)",1,"(0.4105846881866455, 0.474008709192276)","(-26.142269134521484, 155.51443481445312, 45.960853576660156)",1,2.0347137451171875,1,"(-20.20754623413086, 9.676504135131836, 593.656494140625)","(0.5475205779075623, 0.471142053604126, 0.32884058356285095)",1
617013926,6514498344649,"(0.4212998151779175, 0.4914681911468506)","(-20.461647033691406, 150.62188720703125, 44.180057525634766)",1,1.978118896484375,1,"(-83.068359375, 4.6889142990112305, 591.5733032226562)","(0.6919178366661072, 0.4831930100917816, 0.335722953081131)",1,"(0.4104625880718231, 0.47586730122566223)","(-26.20699119567871, 154.99362182617188, 45.771297454833984)",1,2.0388641357421875,1,"(-20.202152252197266, 9.67388916015625, 593.64697265625)","(0.5475090146064758, 0.47114717960357666, 0.328819215297699)",1
617022258,6514498352981,"(0.41670137643814087, 0.4935511350631714)","(-22.899497985839844, 150.03817749023438, 43.96765899658203)",1,1.98052978515625,1,"(-83.06635284423828, 4.691259384155273, 591.6038208007812)","(0.6919019818305969, 0.48318934440612793, 0.335788369178772)",1,"(0.40986278653144836, 0.47518718242645264)","(-26.52498435974121, 155.1842041015625, 45.84067153930664)",1,2.05291748046875,1,"(-20.20013427734375, 9.675000190734863, 593.6372680664062)","(0.547505259513855, 0.471143901348114, 0.3287981152534485)",1
617030592,6514498361315,"(0.41912752389907837, 0.4889204204082489)","(-21.613290786743164, 151.33583068847656, 44.43992614746094)",1,1.9713134765625,1,"(-83.0697021484375, 4.69329833984375, 591.6333618164062)","(0.6918988823890686, 0.48318639397621155, 0.3358529806137085)",1,"(0.40923839807510376, 0.47646406292915344)","(-26.856008529663086, 154.82640075683594, 45.710411071777344)",1,2.0159454345703125,1,"(-20.198144912719727, 9.674417495727539, 593.6669921875)","(0.5474980473518372, 0.47114744782447815, 0.3288624584674835)",1
617038925,6514498369648,"(0.4205748438835144, 0.48814907670021057)","(-20.845985412597656, 151.55197143554688, 44.51860046386719)",1,1.986175537109375,1,"(-83.06450653076172, 4.6947197914123535, 591.59423828125)","(0.6919013857841492, 0.4831809401512146, 0.3357672691345215)",1,"(0.4096100926399231, 0.47555115818977356)","(-26.65894317626953, 155.08221435546875, 45.80353546142578)",1,2.0460662841796875,1,"(-20.19849395751953, 9.674373626708984, 593.6572265625)","(0.5474997162818909, 0.471146821975708, 0.3288412392139435)",1
617047259,6514498377982,"(0.4220103323459625, 0.48983561992645264)","(-20.0849609375, 151.079345703125, 44.34660339355469)",1,2.0030364990234375,1,"(-83.06858825683594, 4.697990417480469, 591.6329956054688)","(0.6918965578079224, 0.48317575454711914, 0.3358520567417145)",1,"(0.4090929627418518, 0.4783276319503784)","(-26.933090209960938, 154.30416870117188, 45.52033996582031)",1,2.0331268310546875,1,"(-20.198261260986328, 9.674116134643555, 593.6665649414062)","(0.5474982857704163, 0.4711480736732483, 0.3288615345954895)",1
617055592,6514498386315,"(0.42120829224586487, 0.49290040135383606)","(-20.510168075561523, 150.22055053710938, 44.03399658203125)",1,1.973236083984375,1,"(-83.07704162597656, 4.704316139221191, 591.6805419921875)","(0.6918984651565552, 0.48316413164138794, 0.33595725893974304)",1,"(0.4106677770614624, 0.4740755558013916)","(-26.098217010498047, 155.4957275390625, 45.95402145385742)",1,2.0229034423828125,1,"(-20.200790405273438, 9.67508316040039, 593.6568603515625)","(0.5475050210952759, 0.4711452126502991, 0.3288407027721405)",1
617063927,6514498394649,"(0.4200396239757538, 0.48626086115837097)","(-21.129735946655273, 152.0811004638672, 44.71120834350586)",1,2.022552490234375,1,"(-83.08113098144531, 4.707836627960205, 591.6896362304688)","(0.6919044852256775, 0.4831567704677582, 0.335978239774704)",1,"(0.409933477640152, 0.47522252798080444)","(-26.487499237060547, 155.17431640625, 45.83702087402344)",1,2.026214599609375,1,"(-20.201221466064453, 9.67707347869873, 593.6862182617188)","(0.5475033521652222, 0.4711429178714752, 0.3289046585559845)",1
617072258,6514498402980,"(0.42107266187667847, 0.48749712109565735)","(-20.582075119018555, 151.7346649169922, 44.58513259887695)",1,1.9923248291015625,1,"(-83.08183288574219, 4.714179039001465, 591.6693115234375)","(0.6919137239456177, 0.4831412136554718, 0.335935115814209)",1,"(0.4107244312763214, 0.4735281467437744)","(-26.068187713623047, 155.6491241455078, 46.00984573364258)",1,2.029632568359375,1,"(-20.20740509033203, 9.68177318572998, 593.7152099609375)","(0.5475150346755981, 0.47113457322120667, 0.328968346118927)",1
617080592,6514498411314,"(0.4194067716598511, 0.4955229163169861)","(-21.46525001525879, 149.4856414794922, 43.766510009765625)",1,2.00030517578125,1,"(-83.08869171142578, 4.722033500671387, 591.6975708007812)","(0.6919190287590027, 0.4831250309944153, 0.33599841594696045)",1,"(0.40753838419914246, 0.4640823304653168)","(-27.75726890563965, 158.2960662841797, 46.973262786865234)",1,2.0332794189453125,1,"(-20.21639060974121, 9.688257217407227, 593.7630004882812)","(0.5475314259529114, 0.471123605966568, 0.32907330989837646)",1
617088933,6514498419655,"(0.4190845191478729, 0.4970610439777374)","(-21.636064529418945, 149.0546112060547, 43.609657287597656)",1,1.9972381591796875,1,"(-83.086669921875, 4.728750228881836, 591.6474609375)","(0.6919329762458801, 0.48310691118240356, 0.33589038252830505)",1,"(0.41175922751426697, 0.47507867217063904)","(-25.519588470458984, 155.21463012695312, 45.85169219970703)",1,2.0170440673828125,1,"(-20.23072624206543, 9.699499130249023, 593.8797607421875)","(0.5475539565086365, 0.47110721468925476, 0.329328715801239)",1
617097266,6514498427988,"(0.4210306704044342, 0.49528244137763977)","(-20.60434341430664, 149.55300903320312, 43.79105758666992)",1,2.007568359375,1,"(-83.09989929199219, 4.73643684387207, 591.684814453125)","(0.6919495463371277, 0.4830917418003082, 0.33597517013549805)",1,"(0.41086792945861816, 0.46636804938316345)","(-25.992116928100586, 157.65554809570312, 46.74015808105469)",1,2.0485992431640625,1,"(-20.241987228393555, 9.706786155700684, 593.8402099609375)","(0.5475834012031555, 0.47108787298202515, 0.3292441964149475)",1
617105597,6514498436319,"(0.4199855327606201, 0.497587114572525)","(-21.15840721130371, 148.90721130371094, 43.55599594116211)",1,2.01812744140625,1,"(-83.11150360107422, 4.743006706237793, 591.7017211914062)","(0.6919699311256409, 0.4830779433250427, 0.33601537346839905)",1,"(0.41325095295906067, 0.47237586975097656)","(-24.7287540435791, 155.97201538085938, 46.127403259277344)",1,2.021026611328125,1,"(-20.25672721862793, 9.717390060424805, 593.8394775390625)","(0.5476174354553223, 0.471064031124115, 0.329244464635849)",1
617113932,6514498444654,"(0.42735233902931213, 0.48653683066368103)","(-17.25290298461914, 152.00375366210938, 44.68304443359375)",1,1.9797515869140625,1,"(-83.07015228271484, 4.733376502990723, 591.69287109375)","(0.691878616809845, 0.48309874534606934, 0.33598339557647705)",1,"(0.41673627495765686, 0.47562772035598755)","(-22.880998611450195, 155.06076049804688, 45.79569625854492)",1,2.036468505859375,1,"(-20.226943969726562, 9.717902183532715, 593.812255859375)","(0.5475515723228455, 0.4710604250431061, 0.3291831612586975)",1
617122263,6514498452985,"(0.4498928487300873, 0.4846392571926117)","(-5.303083896636963, 152.53550720214844, 44.876644134521484)",1,1.9575042724609375,1,"(-82.96464538574219, 4.726747035980225, 591.6510009765625)","(0.6916530132293701, 0.4831099808216095, 0.335861474275589)",1,"(0.4402692914009094, 0.47082972526550293)","(-10.404985427856445, 156.4052734375, 46.28508758544922)",1,2.0408935546875,1,"(-20.14579200744629, 9.712328910827637, 593.8765869140625)","(0.5473597049713135, 0.47107672691345215, 0.32931652665138245)",1
617130597,6514498461319,"(0.4582507908344269, 0.48707571625709534)","(-0.8721151947975159, 151.85275268554688, 44.62809371948242)",1,1.9868927001953125,1,"(-82.88514709472656, 4.7371745109558105, 591.612060546875)","(0.6914858222007751, 0.48308300971984863, 0.33575439453125)",1,"(0.45252934098243713, 0.47385576367378235)","(-3.9053289890289307, 155.5572967529297, 45.97645568847656)",1,2.0460662841796875,1,"(-20.104455947875977, 9.715150833129883, 593.918212890625)","(0.5472612977027893, 0.4710729122161865, 0.32940420508384705)",1
617138933,6514498469655,"(0.4633842408657074, 0.49678918719291687)","(1.8493938446044922, 149.1307830810547, 43.63739776611328)",1,1.998870849609375,1,"(-82.89083099365234, 4.741994857788086, 591.7111206054688)","(0.6914626359939575, 0.4830777049064636, 0.33596959710121155)",1,"(0.45562654733657837, 0.4727897047996521)","(-2.2633719444274902, 155.85604858398438, 46.08516311645508)",1,2.0362548828125,1,"(-20.08823585510254, 9.7086181640625, 593.9677734375)","(0.5472195148468018, 0.47109124064445496, 0.3295100927352905)",1
617147264,6514498477986,"(0.457907110452652, 0.48666146397590637)","(-1.0543330907821655, 151.9688262939453, 44.67036819458008)",1,1.9596405029296875,1,"(-82.90796661376953, 4.733449459075928, 591.6560668945312)","(0.6915217638015747, 0.4830942451953888, 0.33585575222969055)",1,"(0.45408326387405396, 0.47752219438552856)","(-3.081512451171875, 154.52987670898438, 45.60248565673828)",1,2.0454559326171875,1,"(-20.111064910888672, 9.711873054504395, 593.927490234375)","(0.5472754836082458, 0.4710811376571655, 0.32942453026771545)",1
617155597,6514498486319,"(0.4582414925098419, 0.48804107308387756)","(-0.8770375847816467, 151.5822296142578, 44.5296630859375)",1,1.9664306640625,1,"(-82.92517852783203, 4.72813606262207, 591.6717529296875)","(0.6915552616119385, 0.48310744762420654, 0.335894376039505)",1,"(0.4566897451877594, 0.470519095659256)","(-1.699700117111206, 156.4923095703125, 46.316749572753906)",1,2.028167724609375,1,"(-20.11679458618164, 9.714438438415527, 593.88818359375)","(0.547292172908783, 0.47107240557670593, 0.329339861869812)",1
617163932,6514498494654,"(0.455543577671051, 0.4889218509197235)","(-2.307351589202881, 151.33541870117188, 44.439796447753906)",1,1.981842041015625,1,"(-82.94007873535156, 4.7402873039245605, 591.7177124023438)","(0.6915726065635681, 0.4830826222896576, 0.33599841594696045)",1,"(0.4536385238170624, 0.46897366642951965)","(-3.317305326461792, 156.92539978027344, 46.474403381347656)",1,2.0236053466796875,1,"(-20.113624572753906, 9.719860076904297, 593.878662109375)","(0.5472858548164368, 0.4710593521595001, 0.3293192982673645)",1
617172266,6514498502988,"(0.4566771984100342, 0.49006563425064087)","(-1.7063690423965454, 151.014892578125, 44.32316589355469)",1,1.9679107666015625,1,"(-82.95195007324219, 4.76254940032959, 591.7546997070312)","(0.691586434841156, 0.4830343723297119, 0.33608278632164)",1,"(0.4541899859905243, 0.4703628420829773)","(-3.024946451187134, 156.53611755371094, 46.33272171020508)",1,2.0388031005859375,1,"(-20.113109588623047, 9.725239753723145, 593.859375)","(0.5472865104675293, 0.47104576230049133, 0.32927775382995605)",1
617180597,6514498511319,"(0.4541289508342743, 0.49163949489593506)","(-3.05731201171875, 150.57388305664062, 44.16261672973633)",1,1.975860595703125,1,"(-82.95127868652344, 4.778588771820068, 591.715087890625)","(0.6915996670722961, 0.4829957187175751, 0.3359982669353485)",1,"(0.45091989636421204, 0.47188833355903625)","(-4.758587837219238, 156.10862731933594, 46.17709732055664)",1,2.04443359375,1,"(-20.11199951171875, 9.735133171081543, 593.8204345703125)","(0.5472875833511353, 0.471020370721817, 0.32919391989707947)",1
617188930,6514498519652,"(0.4574682414531708, 0.5007479786872864)","(-1.2869898080825806, 148.0214385986328, 43.23359680175781)",1,1.99383544921875,1,"(-82.95403289794922, 4.801181793212891, 591.6940307617188)","(0.691614031791687, 0.48294320702552795, 0.33595502376556396)",1,"(0.4554528295993805, 0.47457969188690186)","(-2.3554489612579346, 155.35443115234375, 45.90261459350586)",1,2.0516204833984375,1,"(-20.1148681640625, 9.755354881286621, 593.888427734375)","(0.5472882986068726, 0.47097980976104736, 0.32934316992759705)",1
617197263,6514498527985,"(0.45654353499412537, 0.4995046555995941)","(-1.7772201299667358, 148.36985778808594, 43.360416412353516)",1,1.977325439453125,1,"(-82.9571533203125, 4.820461273193359, 591.6929931640625)","(0.6916217803955078, 0.48289942741394043, 0.3359547555446625)",1,"(0.45213547348976135, 0.4799407124519348)","(-4.114158630371094, 153.85214233398438, 45.35581970214844)",1,2.0366058349609375,1,"(-20.11050796508789, 9.779571533203125, 593.8790893554688)","(0.5472795367240906, 0.4709242284297943, 0.329324334859848)",1
617205597,6514498536319,"(0.4574494957923889, 0.49839454889297485)","(-1.2969313859939575, 148.68092346191406, 43.473670959472656)",1,1.9793701171875,1,"(-82.96351623535156, 4.843139171600342, 591.7115478515625)","(0.6916297674179077, 0.48284912109375, 0.33599787950515747)",1,"(0.4523102939128876, 0.4808557629585266)","(-4.021461009979248, 153.59571838378906, 45.26251220703125)",1,2.0286102294921875,1,"(-20.10842514038086, 9.80012035369873, 593.9181518554688)","(0.5472714900970459, 0.4708806276321411, 0.329410582780838)",1
617213931,6514498544653,"(0.4581567049026489, 0.497065931558609)","(-0.9219954609870911, 149.05323791503906, 43.60916519165039)",1,1.984222412109375,1,"(-82.95838928222656, 4.851829528808594, 591.7036743164062)","(0.6916210651397705, 0.4828287959098816, 0.3359798192977905)",1,"(0.4516800343990326, 0.48655611276626587)","(-4.355594158172607, 151.99835205078125, 44.68109130859375)",1,2.0376434326171875,1,"(-20.10232925415039, 9.818105697631836, 593.9283447265625)","(0.5472568869590759, 0.47084060311317444, 0.32943353056907654)",1
617222266,6514498552988,"(0.4607100784778595, 0.49466854333877563)","(0.43167221546173096, 149.7250518798828, 43.853660583496094)",1,1.9957427978515625,1,"(-82.9559097290039, 4.858273029327393, 591.7147216796875)","(0.6916114091873169, 0.4828147888183594, 0.3360031843185425)",1,"(0.45287203788757324, 0.4877350926399231)","(-3.723649263381958, 151.66796875, 44.56082534790039)",1,2.04156494140625,1,"(-20.09337043762207, 9.829793930053711, 593.9090576171875)","(0.5472382307052612, 0.47081252932548523, 0.32939186692237854)",1
617230599,6514498561321,"(0.45903873443603516, 0.49945923686027527)","(-0.45439788699150085, 148.38258361816406, 43.36504364013672)",1,1.999481201171875,1,"(-82.94375610351562, 4.863783836364746, 591.677978515625)","(0.6915972828865051, 0.48280003666877747, 0.3359207808971405)",1,"(0.4507300555706024, 0.4843359887599945)","(-4.859235763549805, 152.62046813964844, 44.907554626464844)",1,2.0346527099609375,1,"(-20.086132049560547, 9.83730697631836, 593.9190673828125)","(0.5472208857536316, 0.4707961976528168, 0.32941365242004395)",1
617238932,6514498569654,"(0.459052175283432, 0.49617820978164673)","(-0.44727858901023865, 149.302001953125, 43.69972229003906)",1,1.97454833984375,1,"(-82.93519592285156, 4.8722920417785645, 591.640380859375)","(0.6915915608406067, 0.48277851939201355, 0.33583784103393555)",1,"(0.4515341520309448, 0.48599573969841003)","(-4.43292760848999, 152.15536499023438, 44.73824691772461)",1,2.0244140625,1,"(-20.078083038330078, 9.839621543884277, 593.9195556640625)","(0.5472023487091064, 0.47079092264175415, 0.3294143080711365)",1
617247265,6514498577987,"(0.4598538279533386, 0.4953208565711975)","(-0.022286569699645042, 149.54226684570312, 43.787147521972656)",1,1.970733642578125,1,"(-82.9368896484375, 4.876171588897705, 591.679931640625)","(0.6915810704231262, 0.48277199268341064, 0.3359237015247345)",1,"(0.4511786699295044, 0.4869707524776459)","(-4.621415615081787, 151.88217163085938, 44.638790130615234)",1,2.040771484375,1,"(-20.067745208740234, 9.847969055175781, 593.92041015625)","(0.5471787452697754, 0.4707719087600708, 0.32941603660583496)",1
617255599,6514498586320,"(0.45942264795303345, 0.4900117516517639)","(-0.2508511543273926, 151.0299835205078, 44.32867431640625)",1,1.984619140625,1,"(-82.92556762695312, 4.877561569213867, 591.6229248046875)","(0.6915760636329651, 0.48276543617248535, 0.33579763770103455)",1,"(0.45378077030181885, 0.4836748540401459)","(-3.241899013519287, 152.80577087402344, 44.9749755859375)",1,2.0095672607421875,1,"(-20.059202194213867, 9.853381156921387, 593.9404296875)","(0.547157347202301, 0.4707610309123993, 0.3294592797756195)",1
617263932,6514498594653,"(0.45890310406684875, 0.48712411522865295)","(-0.5262959003448486, 151.8391876220703, 44.623138427734375)",1,2.0084686279296875,1,"(-82.92926788330078, 4.882472991943359, 591.641845703125)","(0.691577672958374, 0.4827553927898407, 0.33583971858024597)",1,"(0.4522795081138611, 0.4882540702819824)","(-4.037783145904541, 151.5225372314453, 44.5079231262207)",1,2.0151519775390625,1,"(-20.05640411376953, 9.857643127441406, 593.960205078125)","(0.5471493005752563, 0.47075286507606506, 0.32950228452682495)",1
